6.423476338386535645e-01 9.636863470077514648e-01 5.287577509880065918e-01 8.834365606307983398e-01 5.737350583076477051e-01 2.887973189353942871e-02 -1.607059478759765625e+00
5.921773314476013184e-01 1.107371807098388672e+00 5.586374402046203613e-01 9.763532280921936035e-01 5.844594240188598633e-01 1.383911073207855225e-01 -1.603325128555297852e+00
7.342434525489807129e-01 1.184366941452026367e+00 6.614550948143005371e-01 1.047237157821655273e+00 4.879342317581176758e-01 1.233564838767051697e-01 -1.563004612922668457e+00
8.045390844345092773e-01 1.128787517547607422e+00 7.550016641616821289e-01 1.003992915153503418e+00 6.780304908752441406e-01 1.250810772180557251e-01 -1.585468292236328125e+00
8.351904153823852539e-01 1.163379669189453125e+00 6.673654317855834961e-01 1.007362127304077148e+00 7.400823235511779785e-01 1.505926102399826050e-01 -1.594643831253051758e+00
7.024571895599365234e-01 1.114045977592468262e+00 6.051709651947021484e-01 9.449787735939025879e-01 9.511469602584838867e-01 2.535617947578430176e-01 -1.580317020416259766e+00
6.810217499732971191e-01 1.050350308418273926e+00 4.989313483238220215e-01 8.179190158843994141e-01 1.082108378410339355e+00 3.081909418106079102e-01 -1.579362511634826660e+00
4.738812446594238281e-01 1.021849274635314941e+00 3.313545882701873779e-01 8.204834461212158203e-01 1.307399034500122070e+00 4.022368192672729492e-01 -1.601684451103210449e+00
3.087182044982910156e-01 9.572072029113769531e-01 1.038513779640197754e-01 7.681654095649719238e-01 1.435611963272094727e+00 4.519227743148803711e-01 -1.624537587165832520e+00
-2.331731617450714111e-01 1.082986831665039062e+00 -4.540315866470336914e-01 9.007968902587890625e-01 1.186979174613952637e+00 4.948481023311614990e-01 -1.601982951164245605e+00
-5.337475538253784180e-01 1.032895803451538086e+00 -7.934899926185607910e-01 8.485792875289916992e-01 1.324813604354858398e+00 5.477085113525390625e-01 -1.601430058479309082e+00
-8.613835573196411133e-01 1.049093127250671387e+00 -1.108025789260864258e+00 8.542388677597045898e-01 1.205797910690307617e+00 5.560154914855957031e-01 -1.582339167594909668e+00
-1.000550508499145508e+00 9.856593608856201172e-01 -1.251662492752075195e+00 8.286299705505371094e-01 1.141648173332214355e+00 5.907149314880371094e-01 -1.577286005020141602e+00
-1.000246882438659668e+00 9.781567454338073730e-01 -1.221570730209350586e+00 8.001230955123901367e-01 1.113166093826293945e+00 5.536061525344848633e-01 -1.578080773353576660e+00
-8.529591560363769531e-01 9.064154028892517090e-01 -1.096944808959960938e+00 7.438718080520629883e-01 1.132274031639099121e+00 5.294632911682128906e-01 -1.588318347930908203e+00
-3.817476928234100342e-01 7.249104976654052734e-01 -5.861947536468505859e-01 5.852642059326171875e-01 1.190661430358886719e+00 4.320803582668304443e-01 -1.577543973922729492e+00
9.779629111289978027e-02 5.626854300498962402e-01 -1.625827848911285400e-01 4.623620808124542236e-01 1.479758262634277344e+00 3.988620936870574951e-01 -1.602272868156433105e+00
3.771784007549285889e-01 3.583462238311767578e-01 7.840551435947418213e-02 2.891560792922973633e-01 1.523259639739990234e+00 3.411228060722351074e-01 -1.607427835464477539e+00
3.870826959609985352e-01 3.955841660499572754e-01 1.952455937862396240e-01 3.103736042976379395e-01 1.598674058914184570e+00 2.096658349037170410e-01 -1.597376108169555664e+00
5.381309986114501953e-01 3.334881365299224854e-01 3.415673375129699707e-01 3.060705661773681641e-01 1.427299976348876953e+00 1.046906262636184692e-01 -1.625435829162597656e+00
4.468011558055877686e-01 3.944067060947418213e-01 2.618798613548278809e-01 3.293094336986541748e-01 1.322401762008666992e+00 1.275116950273513794e-01 -1.612674713134765625e+00
5.037901401519775391e-01 4.600784182548522949e-01 3.271113336086273193e-01 4.312387108802795410e-01 1.161137342453002930e+00 3.397665172815322876e-02 -1.616127133369445801e+00
4.006437659263610840e-01 6.073713898658752441e-01 2.747075557708740234e-01 6.024366617202758789e-01 6.589553356170654297e-01 -7.203869521617889404e-02 -1.614757657051086426e+00
6.484515070915222168e-01 7.809273004531860352e-01 5.410209894180297852e-01 7.297685146331787109e-01 5.958396196365356445e-01 -8.191740512847900391e-02 -1.622770309448242188e+00
