1.296160817146301270e+00 1.404695749282836914e+00 1.223678588867187500e+00 1.383327841758728027e+00 2.874754071235656738e-01 1.024168655276298523e-01 -1.575249314308166504e+00
1.077331423759460449e+00 1.148249387741088867e+00 1.159352898597717285e+00 1.162187576293945312e+00 -3.368389904499053955e-01 -3.815283477306365967e-01 -1.575249314308166504e+00
7.891716957092285156e-01 8.276911973953247070e-01 9.468064904212951660e-01 8.299581408500671387e-01 -6.641400456428527832e-01 -4.783173799514770508e-01 -1.582877516746520996e+00
8.698565363883972168e-01 1.148249387741088867e+00 1.075638890266418457e+00 9.410473704338073730e-01 -6.348295211791992188e-01 -4.783173799514770508e-01 -1.529262304306030273e+00
9.044355750083923340e-01 7.315238118171691895e-01 9.982669353485107422e-01 9.410473704338073730e-01 -6.944274902343750000e-01 -5.259185433387756348e-01 -1.590614676475524902e+00
1.204121708869934082e+00 1.372640013694763184e+00 1.262273907661437988e+00 1.143499612808227539e+00 -3.964371979236602783e-01 -2.847392261028289795e-01 -1.590614676475524902e+00
1.134963393211364746e+00 8.597471117973327637e-01 1.094846010208129883e+00 7.380759119987487793e-01 1.692561805248260498e-01 -2.355514317750930786e-01 -1.590614676475524902e+00
1.365319013595581055e+00 1.084137797355651855e+00 1.268797039985656738e+00 8.486460447311401367e-01 7.935708165168762207e-01 -9.116118401288986206e-02 -1.605871081352233887e+00
7.200134992599487305e-01 7.635796666145324707e-01 6.507271528244018555e-01 5.532732605934143066e-01 1.091561079025268555e+00 1.992058902978897095e-01 -1.575249314308166504e+00
-1.745773196220397949e+00 1.865750402212142944e-01 -2.021414756774902344e+00 9.230484813451766968e-02 7.642600536346435547e-01 3.435961306095123291e-01 -1.621236443519592285e+00
-2.828909397125244141e+00 9.879702925682067871e-01 -3.180544853210449219e+00 1.069786190986633301e+00 4.965572357177734375e-01 4.403851628303527832e-01 -1.590614676475524902e+00
-3.117069244384765625e+00 8.918028473854064941e-01 -3.534607648849487305e+00 7.931013703346252441e-01 9.420775175094604492e-01 3.435961306095123291e-01 -1.352942228317260742e+00
-3.969677925109863281e+00 5.391889810562133789e-01 -4.320105552673339844e+00 7.361692935228347778e-02 1.692561805248260498e-01 5.627841688692569733e-03 -1.414294600486755371e+00
-3.647110939025878906e+00 9.559144973754882812e-01 -4.017502784729003906e+00 1.180356383323669434e+00 4.369592666625976562e-01 3.435961306095123291e-01 -1.452544569969177246e+00
-3.451162338256835938e+00 8.918028473854064941e-01 -3.669782400131225586e+00 9.223594665527343750e-01 1.985666900873184204e-01 2.959949970245361328e-01 -1.337576866149902344e+00
-2.575500965118408203e+00 6.353563666343688965e-01 -2.845689058303833008e+00 4.613910317420959473e-01 5.551782250404357910e-01 6.815645098686218262e-01 -1.452544569969177246e+00
8.623421192169189453e-02 5.835173279047012329e-02 -3.837262094020843506e-02 3.676020354032516479e-02 7.642600536346435547e-01 2.959949970245361328e-01 -1.337576866149902344e+00
1.092869564890861511e-01 -4.220069050788879395e-01 5.733553767204284668e-01 2.028749436140060425e-01 -2.717831850051879883e+00 -1.492222189903259277e+00 -1.429551005363464355e+00
5.703424811363220215e-01 1.545192748308181763e-01 7.922436594963073730e-01 2.952763140201568604e-01 -2.003631591796875000e+00 -1.106652736663818359e+00 -1.467909812927246094e+00
8.122246265411376953e-01 5.835173279047012329e-02 9.790598750114440918e-01 2.765884101390838623e-01 -5.449438691139221191e-01 -1.251042962074279785e+00 -1.490903377532958984e+00
